driver,race,race_1,race_2,race_3,race_4,last_year_tot,last_year_avg,last_year_std,same_race_last_year,score,year
 Stoffel Vandoorne,JPN,0.0,0.0,3.0,3.0,40.0,2.0,2.772040859423935,0.0,0,2018
 Stoffel Vandoorne,USA,0.0,0.0,0.0,3.0,40.0,2.0,2.772040859423935,3.0,3,2018
 Stoffel Vandoorne,MEX,3.0,0.0,0.0,0.0,40.0,2.0,2.772040859423935,0.0,7,2018
 Stoffel Vandoorne,BRA,7.0,3.0,0.0,0.0,40.0,2.0,2.772040859423935,0.0,3,2018
 Stoffel Vandoorne,ABU,3.0,7.0,3.0,0.0,40.0,2.0,2.772040859423935,0.0,0,2018
 Marcus Ericsson,AUS,,,,,21.0,1.05,1.4680814547887784,0.0,0,2018
 Marcus Ericsson,BHR,0.0,,,,21.0,1.05,1.4680814547887784,0.0,5,2018
 Marcus Ericsson,CHN,5.0,0.0,,,21.0,1.05,1.4680814547887784,3.0,3,2018
 Marcus Ericsson,AZE,3.0,5.0,0.0,,21.0,1.05,1.4680814547887784,0.0,0,2018
 Marcus Ericsson,ESP,0.0,3.0,5.0,0.0,21.0,1.05,1.4680814547887784,0.0,0,2018
 Marcus Ericsson,MON,0.0,0.0,3.0,5.0,21.0,1.05,1.4680814547887784,0.0,3,2018
 Marcus Ericsson,CAN,3.0,0.0,0.0,3.0,21.0,1.05,1.4680814547887784,3.0,0,2018
 Marcus Ericsson,FRA,0.0,3.0,0.0,0.0,21.0,1.05,1.4680814547887784,,0,2018
 Marcus Ericsson,AUT,0.0,0.0,3.0,0.0,21.0,1.05,1.4680814547887784,0.0,1,2018
 Marcus Ericsson,GBR,1.0,0.0,0.0,3.0,21.0,1.05,1.4680814547887784,3.0,0,2018
 Marcus Ericsson,GER,0.0,1.0,0.0,0.0,21.0,1.05,1.4680814547887784,,5,2018
 Marcus Ericsson,HUN,5.0,0.0,1.0,0.0,21.0,1.05,1.4680814547887784,0.0,3,2018
 Marcus Ericsson,BEL,3.0,5.0,0.0,1.0,21.0,1.05,1.4680814547887784,3.0,4,2018
 Marcus Ericsson,ITA,4.0,3.0,5.0,0.0,21.0,1.05,1.4680814547887784,0.0,0,2018
 Marcus Ericsson,SIN,0.0,4.0,3.0,5.0,21.0,1.05,1.4680814547887784,0.0,0,2018
 Marcus Ericsson,RUS,0.0,0.0,4.0,3.0,21.0,1.05,1.4680814547887784,3.0,0,2018
 Marcus Ericsson,JPN,0.0,0.0,0.0,4.0,21.0,1.05,1.4680814547887784,0.0,3,2018
 Marcus Ericsson,USA,3.0,0.0,0.0,0.0,21.0,1.05,1.4680814547887784,3.0,4,2018
 Marcus Ericsson,MEX,4.0,3.0,0.0,0.0,21.0,1.05,1.4680814547887784,0.0,2,2018
 Marcus Ericsson,BRA,2.0,4.0,3.0,0.0,21.0,1.05,1.4680814547887784,3.0,0,2018
 Marcus Ericsson,ABU,0.0,2.0,4.0,3.0,21.0,1.05,1.4680814547887784,0.0,0,2018
 Lance Stroll,AUS,,,,,61.0,3.05,4.989198859852942,0.0,3,2018
 Lance Stroll,BHR,3.0,,,,61.0,3.05,4.989198859852942,0.0,3,2018
 Lance Stroll,CHN,3.0,3.0,,,61.0,3.05,4.989198859852942,0.0,3,2018
 Lance Stroll,AZE,3.0,3.0,3.0,,61.0,3.05,4.989198859852942,18.0,7,2018
 Lance Stroll,ESP,7.0,3.0,3.0,3.0,61.0,3.05,4.989198859852942,0.0,3,2018
 Lance Stroll,MON,3.0,7.0,3.0,3.0,61.0,3.05,4.989198859852942,0.0,0,2018
 Lance Stroll,CAN,0.0,3.0,7.0,3.0,61.0,3.05,4.989198859852942,5.0,0,2018
 Lance Stroll,FRA,0.0,0.0,3.0,7.0,61.0,3.05,4.989198859852942,,0,2018
 Lance Stroll,AUT,0.0,0.0,0.0,3.0,61.0,3.05,4.989198859852942,1.0,0,2018
 Lance Stroll,GBR,0.0,0.0,0.0,0.0,61.0,3.05,4.989198859852942,0.0,3,2018
 Lance Stroll,GER,3.0,0.0,0.0,0.0,61.0,3.05,4.989198859852942,,0,2018
 Lance Stroll,HUN,0.0,3.0,0.0,0.0,61.0,3.05,4.989198859852942,3.0,0,2018
 Lance Stroll,BEL,0.0,0.0,3.0,0.0,61.0,3.05,4.989198859852942,0.0,0,2018
 Lance Stroll,ITA,0.0,0.0,0.0,3.0,61.0,3.05,4.989198859852942,9.0,5,2018
 Lance Stroll,SIN,5.0,0.0,0.0,0.0,61.0,3.05,4.989198859852942,7.0,3,2018
 Lance Stroll,RUS,3.0,5.0,0.0,0.0,61.0,3.05,4.989198859852942,0.0,3,2018
 Lance Stroll,JPN,3.0,3.0,5.0,0.0,61.0,3.05,4.989198859852942,0.0,0,2018
 Lance Stroll,USA,0.0,3.0,3.0,5.0,61.0,3.05,4.989198859852942,0.0,0,2018
 Lance Stroll,MEX,0.0,0.0,3.0,3.0,61.0,3.05,4.989198859852942,11.0,3,2018
 Lance Stroll,BRA,3.0,0.0,0.0,3.0,61.0,3.05,4.989198859852942,0.0,0,2018
 Lance Stroll,ABU,0.0,3.0,0.0,0.0,61.0,3.05,4.989198859852942,0.0,3,2018
 Brendon Hartley,AUS,,,,,3.0,0.15,0.6708203932499369,0.0,3,2018
 Brendon Hartley,BHR,3.0,,,,3.0,0.15,0.6708203932499369,0.0,0,2018
 Brendon Hartley,CHN,0.0,3.0,,,3.0,0.15,0.6708203932499369,0.0,0,2018
 Brendon Hartley,AZE,0.0,0.0,3.0,,3.0,0.15,0.6708203932499369,0.0,4,2018
 Brendon Hartley,ESP,4.0,0.0,0.0,3.0,3.0,0.15,0.6708203932499369,0.0,3,2018
 Brendon Hartley,MON,3.0,4.0,0.0,0.0,3.0,0.15,0.6708203932499369,0.0,0,2018
 Brendon Hartley,CAN,0.0,3.0,4.0,0.0,3.0,0.15,0.6708203932499369,0.0,0,2018
 Brendon Hartley,FRA,0.0,0.0,3.0,4.0,3.0,0.15,0.6708203932499369,,3,2018
 Brendon Hartley,AUT,3.0,0.0,0.0,3.0,3.0,0.15,0.6708203932499369,0.0,0,2018
 Brendon Hartley,GBR,0.0,3.0,0.0,0.0,3.0,0.15,0.6708203932499369,0.0,0,2018
 Brendon Hartley,GER,0.0,0.0,3.0,0.0,3.0,0.15,0.6708203932499369,,4,2018
 Brendon Hartley,HUN,4.0,0.0,0.0,3.0,3.0,0.15,0.6708203932499369,0.0,0,2018
 Brendon Hartley,BEL,0.0,4.0,0.0,0.0,3.0,0.15,0.6708203932499369,0.0,0,2018
 Brendon Hartley,ITA,0.0,0.0,4.0,0.0,3.0,0.15,0.6708203932499369,0.0,0,2018
 Brendon Hartley,SIN,0.0,0.0,0.0,4.0,3.0,0.15,0.6708203932499369,0.0,0,2018
 Brendon Hartley,RUS,0.0,0.0,0.0,0.0,3.0,0.15,0.6708203932499369,0.0,0,2018
 Brendon Hartley,JPN,0.0,0.0,0.0,0.0,3.0,0.15,0.6708203932499369,0.0,0,2018
 Brendon Hartley,USA,0.0,0.0,0.0,0.0,3.0,0.15,0.6708203932499369,0.0,5,2018
 Brendon Hartley,MEX,5.0,0.0,0.0,0.0,3.0,0.15,0.6708203932499369,0.0,0,2018
 Brendon Hartley,BRA,0.0,5.0,0.0,0.0,3.0,0.15,0.6708203932499369,0.0,3,2018
 Brendon Hartley,ABU,3.0,0.0,5.0,0.0,3.0,0.15,0.6708203932499369,3.0,3,2018
 Sergey Sirotkin,AUS,,,,,,,,,0,2018
 Sergey Sirotkin,BHR,0.0,,,,,,,,0,2018
 Sergey Sirotkin,CHN,0.0,0.0,,,,,,,0,2018
 Sergey Sirotkin,AZE,0.0,0.0,0.0,,,,,,0,2018
 Sergey Sirotkin,ESP,0.0,0.0,0.0,0.0,,,,,0,2018
 Sergey Sirotkin,MON,0.0,0.0,0.0,0.0,,,,,3,2018
 Sergey Sirotkin,CAN,3.0,0.0,0.0,0.0,,,,,3,2018
 Sergey Sirotkin,FRA,3.0,3.0,0.0,0.0,,,,,3,2018
 Sergey Sirotkin,AUT,3.0,3.0,3.0,0.0,,,,,3,2018
 Sergey Sirotkin,GBR,3.0,3.0,3.0,3.0,,,,,0,2018
 Sergey Sirotkin,GER,0.0,3.0,3.0,3.0,,,,,0,2018
 Sergey Sirotkin,HUN,0.0,0.0,3.0,3.0,,,,,3,2018
 Sergey Sirotkin,BEL,3.0,0.0,0.0,3.0,,,,,3,2018
 Sergey Sirotkin,ITA,3.0,3.0,0.0,0.0,,,,,1,2018
 Sergey Sirotkin,SIN,1.0,3.0,3.0,0.0,,,,,0,2018
 Sergey Sirotkin,RUS,0.0,1.0,3.0,3.0,,,,,0,2018
 Sergey Sirotkin,JPN,0.0,0.0,1.0,3.0,,,,,3,2018
 Sergey Sirotkin,USA,3.0,0.0,0.0,1.0,,,,,3,2018
 Sergey Sirotkin,MEX,3.0,3.0,0.0,0.0,,,,,0,2018
 Sergey Sirotkin,BRA,0.0,3.0,3.0,0.0,,,,,3,2018
 Sergey Sirotkin,ABU,3.0,0.0,3.0,3.0,,,,,0,2018
 Lewis Hamilton,AUS,,,,,459.0,21.857142857142858,7.926447591990465,21.0,28,2019
 Lewis Hamilton,BHR,28.0,,,,459.0,21.857142857142858,7.926447591990465,15.0,28,2019
 Lewis Hamilton,CHN,28.0,28.0,,,459.0,21.857142857142858,7.926447591990465,12.0,28,2019
 Lewis Hamilton,AZE,28.0,28.0,28.0,,459.0,21.857142857142858,7.926447591990465,28.0,18,2019
 Lewis Hamilton,ESP,18.0,28.0,28.0,28.0,459.0,21.857142857142858,7.926447591990465,28.0,33,2019
 Lewis Hamilton,MON,33.0,18.0,28.0,28.0,459.0,21.857142857142858,7.926447591990465,18.0,38,2019
 Lewis Hamilton,CAN,38.0,33.0,18.0,28.0,459.0,21.857142857142858,7.926447591990465,10.0,28,2019
 Lewis Hamilton,FRA,28.0,38.0,33.0,18.0,459.0,21.857142857142858,7.926447591990465,28.0,38,2019
 Lewis Hamilton,AUT,38.0,28.0,38.0,33.0,459.0,21.857142857142858,7.926447591990465,0.0,10,2019
 Lewis Hamilton,GBR,10.0,38.0,28.0,38.0,459.0,21.857142857142858,7.926447591990465,21.0,33,2019
 Lewis Hamilton,GER,33.0,10.0,38.0,28.0,459.0,21.857142857142858,7.926447591990465,28.0,15,2019
 Lewis Hamilton,HUN,15.0,33.0,10.0,38.0,459.0,21.857142857142858,7.926447591990465,28.0,28,2019
 Lewis Hamilton,BEL,28.0,15.0,33.0,10.0,459.0,21.857142857142858,7.926447591990465,21.0,21,2019
 Lewis Hamilton,ITA,21.0,28.0,15.0,33.0,459.0,21.857142857142858,7.926447591990465,28.0,20,2019
 Lewis Hamilton,SIN,20.0,21.0,28.0,15.0,459.0,21.857142857142858,7.926447591990465,28.0,15,2019
 Lewis Hamilton,RUS,15.0,20.0,21.0,28.0,459.0,21.857142857142858,7.926447591990465,28.0,33,2019
 Lewis Hamilton,JPN,33.0,15.0,20.0,21.0,459.0,21.857142857142858,7.926447591990465,28.0,20,2019
 Lewis Hamilton,MEX,20.0,33.0,15.0,20.0,459.0,21.857142857142858,7.926447591990465,15.0,28,2019
 Lewis Hamilton,USA,28.0,20.0,33.0,15.0,459.0,21.857142857142858,7.926447591990465,18.0,18,2019
 Lewis Hamilton,BRA,18.0,28.0,20.0,33.0,459.0,21.857142857142858,7.926447591990465,28.0,9,2019
 Lewis Hamilton,ABU,9.0,18.0,28.0,20.0,459.0,21.857142857142858,7.926447591990465,28.0,43,2019
 Valtteri Bottas,AUS,,,,,256.0,12.19047619047619,6.353101979498265,4.0,33,2019
 Valtteri Bottas,BHR,33.0,,,,256.0,12.19047619047619,6.353101979498265,21.0,18,2019
 Valtteri Bottas,CHN,18.0,33.0,,,256.0,12.19047619047619,6.353101979498265,21.0,28,2019
 Valtteri Bottas,AZE,28.0,18.0,33.0,,256.0,12.19047619047619,6.353101979498265,0.0,38,2019
 Valtteri Bottas,ESP,38.0,28.0,18.0,33.0,256.0,12.19047619047619,6.353101979498265,18.0,28,2019
 Valtteri Bottas,MON,28.0,38.0,28.0,18.0,256.0,12.19047619047619,6.353101979498265,10.0,15,2019
 Valtteri Bottas,CAN,15.0,28.0,38.0,28.0,256.0,12.19047619047619,6.353101979498265,21.0,17,2019
 Valtteri Bottas,FRA,17.0,15.0,28.0,38.0,256.0,12.19047619047619,6.353101979498265,6.0,18,2019
 Valtteri Bottas,AUT,18.0,17.0,15.0,28.0,256.0,12.19047619047619,6.353101979498265,0.0,18,2019
 Valtteri Bottas,GBR,18.0,18.0,17.0,15.0,256.0,12.19047619047619,6.353101979498265,12.0,28,2019
 Valtteri Bottas,GER,28.0,18.0,18.0,17.0,256.0,12.19047619047619,6.353101979498265,18.0,0,2019
 Valtteri Bottas,HUN,0.0,28.0,18.0,18.0,256.0,12.19047619047619,6.353101979498265,10.0,4,2019
 Valtteri Bottas,BEL,4.0,0.0,28.0,18.0,256.0,12.19047619047619,6.353101979498265,12.0,15,2019
 Valtteri Bottas,ITA,15.0,4.0,0.0,28.0,256.0,12.19047619047619,6.353101979498265,15.0,21,2019
 Valtteri Bottas,SIN,21.0,15.0,4.0,0.0,256.0,12.19047619047619,6.353101979498265,12.0,10,2019
 Valtteri Bottas,RUS,10.0,21.0,15.0,4.0,256.0,12.19047619047619,6.353101979498265,18.0,18,2019
 Valtteri Bottas,JPN,18.0,10.0,21.0,15.0,256.0,12.19047619047619,6.353101979498265,18.0,28,2019
 Valtteri Bottas,MEX,28.0,18.0,10.0,21.0,256.0,12.19047619047619,6.353101979498265,10.0,15,2019
 Valtteri Bottas,USA,15.0,28.0,18.0,10.0,256.0,12.19047619047619,6.353101979498265,10.0,38,2019
 Valtteri Bottas,BRA,38.0,15.0,28.0,18.0,256.0,12.19047619047619,6.353101979498265,10.0,0,2019
 Valtteri Bottas,ABU,0.0,38.0,15.0,28.0,256.0,12.19047619047619,6.353101979498265,10.0,12,2019
 Max Verstappen,AUS,,,,,291.0,13.857142857142858,9.084523731521177,8.0,18,2019
 Max Verstappen,BHR,18.0,,,,291.0,13.857142857142858,9.084523731521177,0.0,15,2019
 Max Verstappen,CHN,15.0,18.0,,,291.0,13.857142857142858,9.084523731521177,10.0,15,2019
 Max Verstappen,AZE,15.0,15.0,18.0,,291.0,13.857142857142858,9.084523731521177,0.0,15,2019
 Max Verstappen,ESP,15.0,15.0,15.0,18.0,291.0,13.857142857142858,9.084523731521177,18.0,18,2019
 Max Verstappen,MON,18.0,15.0,15.0,15.0,291.0,13.857142857142858,9.084523731521177,2.0,15,2019
 Max Verstappen,CAN,15.0,18.0,15.0,15.0,291.0,13.857142857142858,9.084523731521177,18.0,13,2019
 Max Verstappen,FRA,13.0,15.0,18.0,15.0,291.0,13.857142857142858,9.084523731521177,21.0,15,2019
 Max Verstappen,AUT,15.0,13.0,15.0,18.0,291.0,13.857142857142858,9.084523731521177,28.0,33,2019
 Max Verstappen,GBR,33.0,15.0,13.0,15.0,291.0,13.857142857142858,9.084523731521177,0.0,10,2019
 Max Verstappen,GER,10.0,33.0,15.0,13.0,291.0,13.857142857142858,9.084523731521177,15.0,33,2019
 Max Verstappen,HUN,33.0,10.0,33.0,15.0,291.0,13.857142857142858,9.084523731521177,0.0,36,2019
 Max Verstappen,BEL,36.0,33.0,10.0,33.0,291.0,13.857142857142858,9.084523731521177,18.0,0,2019
 Max Verstappen,ITA,0.0,36.0,33.0,10.0,291.0,13.857142857142858,9.084523731521177,13.0,7,2019
 Max Verstappen,SIN,7.0,0.0,36.0,33.0,291.0,13.857142857142858,9.084523731521177,21.0,18,2019
 Max Verstappen,RUS,18.0,7.0,0.0,36.0,291.0,13.857142857142858,9.084523731521177,13.0,15,2019
 Max Verstappen,JPN,15.0,18.0,7.0,0.0,291.0,13.857142857142858,9.084523731521177,18.0,0,2019
 Max Verstappen,MEX,0.0,15.0,18.0,7.0,291.0,13.857142857142858,9.084523731521177,28.0,11,2019
 Max Verstappen,USA,11.0,0.0,15.0,18.0,291.0,13.857142857142858,9.084523731521177,21.0,18,2019
 Max Verstappen,BRA,18.0,11.0,0.0,15.0,291.0,13.857142857142858,9.084523731521177,21.0,38,2019
 Max Verstappen,ABU,38.0,18.0,11.0,0.0,291.0,13.857142857142858,9.084523731521177,18.0,21,2019
 Charles Leclerc,AUS,,,,,75.0,3.5714285714285716,3.828464817278965,3.0,10,2019
 Charles Leclerc,BHR,10.0,,,,75.0,3.5714285714285716,3.828464817278965,0.0,33,2019
 Charles Leclerc,CHN,33.0,10.0,,,75.0,3.5714285714285716,3.828464817278965,0.0,10,2019
 Charles Leclerc,AZE,10.0,33.0,10.0,,75.0,3.5714285714285716,3.828464817278965,11.0,15,2019
 Charles Leclerc,ESP,15.0,10.0,33.0,10.0,75.0,3.5714285714285716,3.828464817278965,4.0,10,2019
 Charles Leclerc,MON,10.0,15.0,10.0,33.0,75.0,3.5714285714285716,3.828464817278965,0.0,0,2019
 Charles Leclerc,CAN,0.0,10.0,15.0,10.0,75.0,3.5714285714285716,3.828464817278965,4.0,15,2019
 Charles Leclerc,FRA,15.0,0.0,10.0,15.0,75.0,3.5714285714285716,3.828464817278965,4.0,18,2019
 Charles Leclerc,AUT,18.0,15.0,0.0,10.0,75.0,3.5714285714285716,3.828464817278965,5.0,31,2019
 Charles Leclerc,GBR,31.0,18.0,15.0,0.0,75.0,3.5714285714285716,3.828464817278965,0.0,18,2019
 Charles Leclerc,GER,18.0,31.0,18.0,15.0,75.0,3.5714285714285716,3.828464817278965,0.0,0,2019
 Charles Leclerc,HUN,0.0,18.0,31.0,18.0,75.0,3.5714285714285716,3.828464817278965,0.0,12,2019
 Charles Leclerc,BEL,12.0,0.0,18.0,31.0,75.0,3.5714285714285716,3.828464817278965,0.0,38,2019
 Charles Leclerc,ITA,38.0,12.0,0.0,18.0,75.0,3.5714285714285716,3.828464817278965,3.0,38,2019
 Charles Leclerc,SIN,38.0,38.0,12.0,0.0,75.0,3.5714285714285716,3.828464817278965,5.0,28,2019
 Charles Leclerc,RUS,28.0,38.0,38.0,12.0,75.0,3.5714285714285716,3.828464817278965,9.0,28,2019
 Charles Leclerc,JPN,28.0,28.0,38.0,38.0,75.0,3.5714285714285716,3.828464817278965,0.0,8,2019
 Charles Leclerc,MEX,8.0,28.0,28.0,38.0,75.0,3.5714285714285716,3.828464817278965,9.0,27,2019
 Charles Leclerc,USA,27.0,8.0,28.0,28.0,75.0,3.5714285714285716,3.828464817278965,0.0,20,2019
 Charles Leclerc,BRA,20.0,27.0,8.0,28.0,75.0,3.5714285714285716,3.828464817278965,9.0,0,2019
 Charles Leclerc,ABU,0.0,20.0,27.0,8.0,75.0,3.5714285714285716,3.828464817278965,9.0,18,2019
 Sebastian Vettel,AUS,,,,,356.0,16.952380952380953,8.434904803708163,28.0,15,2019
 Sebastian Vettel,BHR,15.0,,,,356.0,16.952380952380953,8.434904803708163,28.0,10,2019
 Sebastian Vettel,CHN,10.0,15.0,,,356.0,16.952380952380953,8.434904803708163,4.0,18,2019
 Sebastian Vettel,AZE,18.0,10.0,15.0,,356.0,16.952380952380953,8.434904803708163,12.0,18,2019
 Sebastian Vettel,ESP,18.0,18.0,10.0,15.0,356.0,16.952380952380953,8.434904803708163,15.0,15,2019
 Sebastian Vettel,MON,15.0,18.0,18.0,10.0,356.0,16.952380952380953,8.434904803708163,21.0,21,2019
 Sebastian Vettel,CAN,21.0,15.0,18.0,18.0,356.0,16.952380952380953,8.434904803708163,28.0,31,2019
 Sebastian Vettel,FRA,31.0,21.0,15.0,18.0,356.0,16.952380952380953,8.434904803708163,10.0,15,2019
 Sebastian Vettel,AUT,15.0,31.0,21.0,15.0,356.0,16.952380952380953,8.434904803708163,15.0,12,2019
 Sebastian Vettel,GBR,12.0,15.0,31.0,21.0,356.0,16.952380952380953,8.434904803708163,28.0,0,2019
 Sebastian Vettel,GER,0.0,12.0,15.0,31.0,356.0,16.952380952380953,8.434904803708163,0.0,21,2019
 Sebastian Vettel,HUN,21.0,0.0,12.0,15.0,356.0,16.952380952380953,8.434904803708163,21.0,18,2019
 Sebastian Vettel,BEL,18.0,21.0,0.0,12.0,356.0,16.952380952380953,8.434904803708163,28.0,17,2019
 Sebastian Vettel,ITA,17.0,18.0,21.0,0.0,356.0,16.952380952380953,8.434904803708163,12.0,0,2019
 Sebastian Vettel,SIN,0.0,17.0,18.0,21.0,356.0,16.952380952380953,8.434904803708163,18.0,28,2019
 Sebastian Vettel,RUS,28.0,0.0,17.0,18.0,356.0,16.952380952380953,8.434904803708163,18.0,0,2019
 Sebastian Vettel,JPN,0.0,28.0,0.0,17.0,356.0,16.952380952380953,8.434904803708163,8.0,31,2019
 Sebastian Vettel,MEX,31.0,0.0,28.0,0.0,356.0,16.952380952380953,8.434904803708163,21.0,21,2019
 Sebastian Vettel,USA,21.0,31.0,0.0,28.0,356.0,16.952380952380953,8.434904803708163,12.0,0,2019
 Sebastian Vettel,BRA,0.0,21.0,31.0,0.0,356.0,16.952380952380953,8.434904803708163,8.0,3,2019
 Sebastian Vettel,ABU,3.0,0.0,21.0,31.0,356.0,16.952380952380953,8.434904803708163,21.0,10,2019
 Carlos Sainz Jr.,AUS,,,,,86.0,4.095238095238095,3.8197481841708094,1.0,0,2019
 Carlos Sainz Jr.,BHR,0.0,,,,86.0,4.095238095238095,3.8197481841708094,0.0,0,2019
 Carlos Sainz Jr.,CHN,0.0,0.0,,,86.0,4.095238095238095,3.8197481841708094,2.0,3,2019
 Carlos Sainz Jr.,AZE,3.0,0.0,0.0,,86.0,4.095238095238095,3.8197481841708094,13.0,9,2019
 Carlos Sainz Jr.,ESP,9.0,3.0,0.0,0.0,86.0,4.095238095238095,3.8197481841708094,9.0,7,2019
 Carlos Sainz Jr.,MON,7.0,9.0,3.0,0.0,86.0,4.095238095238095,3.8197481841708094,1.0,11,2019
 Carlos Sainz Jr.,CAN,11.0,7.0,9.0,3.0,86.0,4.095238095238095,3.8197481841708094,4.0,3,2019
 Carlos Sainz Jr.,FRA,3.0,11.0,7.0,9.0,86.0,4.095238095238095,3.8197481841708094,7.0,11,2019
 Carlos Sainz Jr.,AUT,11.0,3.0,11.0,7.0,86.0,4.095238095238095,3.8197481841708094,3.0,4,2019
 Carlos Sainz Jr.,GBR,4.0,11.0,3.0,11.0,86.0,4.095238095238095,3.8197481841708094,0.0,11,2019
 Carlos Sainz Jr.,GER,11.0,4.0,11.0,3.0,86.0,4.095238095238095,3.8197481841708094,0.0,13,2019
 Carlos Sainz Jr.,HUN,13.0,11.0,4.0,11.0,86.0,4.095238095238095,3.8197481841708094,5.0,13,2019
 Carlos Sainz Jr.,BEL,13.0,13.0,11.0,4.0,86.0,4.095238095238095,3.8197481841708094,3.0,0,2019
 Carlos Sainz Jr.,ITA,0.0,13.0,13.0,11.0,86.0,4.095238095238095,3.8197481841708094,7.0,0,2019
 Carlos Sainz Jr.,SIN,0.0,0.0,13.0,13.0,86.0,4.095238095238095,3.8197481841708094,7.0,0,2019
 Carlos Sainz Jr.,RUS,0.0,0.0,0.0,13.0,86.0,4.095238095238095,3.8197481841708094,0.0,11,2019
 Carlos Sainz Jr.,JPN,11.0,0.0,0.0,0.0,86.0,4.095238095238095,3.8197481841708094,4.0,13,2019
 Carlos Sainz Jr.,MEX,13.0,11.0,0.0,0.0,86.0,4.095238095238095,3.8197481841708094,0.0,3,2019
 Carlos Sainz Jr.,USA,3.0,13.0,11.0,0.0,86.0,4.095238095238095,3.8197481841708094,6.0,4,2019
 Carlos Sainz Jr.,BRA,4.0,3.0,13.0,11.0,86.0,4.095238095238095,3.8197481841708094,3.0,18,2019
 Carlos Sainz Jr.,ABU,18.0,4.0,3.0,13.0,86.0,4.095238095238095,3.8197481841708094,11.0,1,2019
 Pierre Gasly,AUS,,,,,65.0,3.0952380952380953,4.060846733192006,0.0,0,2019
 Pierre Gasly,BHR,0.0,,,,65.0,3.0952380952380953,4.060846733192006,15.0,4,2019
 Pierre Gasly,CHN,4.0,0.0,,,65.0,3.0952380952380953,4.060846733192006,3.0,13,2019
 Pierre Gasly,AZE,13.0,4.0,0.0,,65.0,3.0952380952380953,4.060846733192006,0.0,0,2019
 Pierre Gasly,ESP,0.0,13.0,4.0,0.0,65.0,3.0952380952380953,4.060846733192006,0.0,8,2019
 Pierre Gasly,MON,8.0,0.0,13.0,4.0,65.0,3.0952380952380953,4.060846733192006,9.0,15,2019
 Pierre Gasly,CAN,15.0,8.0,0.0,13.0,65.0,3.0952380952380953,4.060846733192006,3.0,4,2019
 Pierre Gasly,FRA,4.0,15.0,8.0,0.0,65.0,3.0952380952380953,4.060846733192006,0.0,1,2019
 Pierre Gasly,AUT,1.0,4.0,15.0,8.0,65.0,3.0952380952380953,4.060846733192006,3.0,6,2019
 Pierre Gasly,GBR,6.0,1.0,4.0,15.0,65.0,3.0952380952380953,4.060846733192006,3.0,15,2019
 Pierre Gasly,GER,15.0,6.0,1.0,4.0,65.0,3.0952380952380953,4.060846733192006,0.0,0,2019
 Pierre Gasly,HUN,0.0,15.0,6.0,1.0,65.0,3.0952380952380953,4.060846733192006,11.0,8,2019
 Pierre Gasly,BEL,8.0,0.0,15.0,6.0,65.0,3.0952380952380953,4.060846733192006,5.0,5,2019
 Pierre Gasly,ITA,5.0,8.0,0.0,15.0,65.0,3.0952380952380953,4.060846733192006,3.0,0,2019
 Pierre Gasly,SIN,0.0,5.0,8.0,0.0,65.0,3.0952380952380953,4.060846733192006,3.0,4,2019
 Pierre Gasly,RUS,4.0,0.0,5.0,8.0,65.0,3.0952380952380953,4.060846733192006,0.0,0,2019
 Pierre Gasly,JPN,0.0,4.0,0.0,5.0,65.0,3.0952380952380953,4.060846733192006,3.0,9,2019
 Pierre Gasly,MEX,9.0,0.0,4.0,0.0,65.0,3.0952380952380953,4.060846733192006,4.0,2,2019
 Pierre Gasly,USA,2.0,9.0,0.0,4.0,65.0,3.0952380952380953,4.060846733192006,0.0,0,2019
 Pierre Gasly,BRA,0.0,2.0,9.0,0.0,65.0,3.0952380952380953,4.060846733192006,0.0,18,2019
 Pierre Gasly,ABU,18.0,0.0,2.0,9.0,65.0,3.0952380952380953,4.060846733192006,0.0,0,2019
 Alexander Albon,AUS,,,,,,,,,0,2019
 Alexander Albon,BHR,0.0,,,,,,,,2,2019
 Alexander Albon,CHN,2.0,0.0,,,,,,,1,2019
 Alexander Albon,AZE,1.0,2.0,0.0,,,,,,0,2019
 Alexander Albon,ESP,0.0,1.0,2.0,0.0,,,,,0,2019
 Alexander Albon,MON,0.0,0.0,1.0,2.0,,,,,4,2019
 Alexander Albon,CAN,4.0,0.0,0.0,1.0,,,,,0,2019
 Alexander Albon,FRA,0.0,4.0,0.0,0.0,,,,,0,2019
 Alexander Albon,AUT,0.0,0.0,4.0,0.0,,,,,0,2019
 Alexander Albon,GBR,0.0,0.0,0.0,4.0,,,,,0,2019
 Alexander Albon,GER,0.0,0.0,0.0,0.0,,,,,8,2019
 Alexander Albon,HUN,8.0,0.0,0.0,0.0,,,,,1,2019
 Alexander Albon,BEL,1.0,8.0,0.0,0.0,,,,,13,2019
 Alexander Albon,ITA,13.0,1.0,8.0,0.0,,,,,11,2019
 Alexander Albon,SIN,11.0,13.0,1.0,8.0,,,,,8,2019
 Alexander Albon,RUS,8.0,11.0,13.0,1.0,,,,,10,2019
 Alexander Albon,JPN,10.0,8.0,11.0,13.0,,,,,15,2019
 Alexander Albon,MEX,15.0,10.0,8.0,11.0,,,,,13,2019
 Alexander Albon,USA,13.0,15.0,10.0,8.0,,,,,10,2019
 Alexander Albon,BRA,10.0,13.0,15.0,10.0,,,,,0,2019
 Alexander Albon,ABU,0.0,10.0,13.0,15.0,,,,,8,2019
