driver,race,race_1,race_2,race_3,race_4,last_year_tot,last_year_avg,last_year_std,same_race_last_year,score,year
 Romain Grosjean,BEL,0.0,0.0,11.0,0.0,,,,,9,2017
 Romain Grosjean,ITA,9.0,0.0,0.0,11.0,,,,,0,2017
 Romain Grosjean,SIN,0.0,9.0,0.0,0.0,,,,,5,2017
 Romain Grosjean,MAL,5.0,0.0,9.0,0.0,,,,,0,2017
 Romain Grosjean,JPN,0.0,5.0,0.0,9.0,,,,,2,2017
 Romain Grosjean,USA,2.0,0.0,5.0,0.0,,,,,3,2017
 Romain Grosjean,MEX,3.0,2.0,0.0,5.0,,,,,0,2017
 Romain Grosjean,BRA,0.0,3.0,2.0,0.0,,,,,3,2017
 Romain Grosjean,ABU,3.0,0.0,3.0,2.0,,,,,3,2017
 Kevin Magnussen,AUS,,,,,,,,,0,2017
 Kevin Magnussen,CHN,0.0,,,,,,,,7,2017
 Kevin Magnussen,BHR,7.0,0.0,,,,,,,0,2017
 Kevin Magnussen,RUS,0.0,7.0,0.0,,,,,,3,2017
 Kevin Magnussen,ESP,3.0,0.0,7.0,0.0,,,,,0,2017
 Kevin Magnussen,MON,0.0,3.0,0.0,7.0,,,,,1,2017
 Kevin Magnussen,CAN,1.0,0.0,3.0,0.0,,,,,0,2017
 Kevin Magnussen,AZE,0.0,1.0,0.0,3.0,,,,,9,2017
 Kevin Magnussen,AUT,9.0,0.0,1.0,0.0,,,,,0,2017
 Kevin Magnussen,GBR,0.0,9.0,0.0,1.0,,,,,3,2017
 Kevin Magnussen,HUN,3.0,0.0,9.0,0.0,,,,,3,2017
 Kevin Magnussen,BEL,3.0,3.0,0.0,9.0,,,,,0,2017
 Kevin Magnussen,ITA,0.0,3.0,3.0,0.0,,,,,3,2017
 Kevin Magnussen,SIN,3.0,0.0,3.0,3.0,,,,,0,2017
 Kevin Magnussen,MAL,0.0,3.0,0.0,3.0,,,,,3,2017
 Kevin Magnussen,JPN,3.0,0.0,3.0,0.0,,,,,7,2017
 Kevin Magnussen,USA,7.0,3.0,0.0,3.0,,,,,0,2017
 Kevin Magnussen,MEX,0.0,7.0,3.0,0.0,,,,,7,2017
 Kevin Magnussen,BRA,7.0,0.0,7.0,3.0,,,,,0,2017
 Kevin Magnussen,ABU,0.0,7.0,0.0,7.0,,,,,0,2017
 Fernando Alonso,AUS,,,,,0.0,0.0,0.0,0.0,0,2017
 Fernando Alonso,CHN,0.0,,,,0.0,0.0,0.0,,0,2017
 Fernando Alonso,BHR,0.0,0.0,,,0.0,0.0,0.0,0.0,3,2017
 Fernando Alonso,RUS,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,2017
 Fernando Alonso,ESP,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2017
 Fernando Alonso,MON,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Fernando Alonso,CAN,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0,2017
 Fernando Alonso,AZE,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5,2017
 Fernando Alonso,AUT,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,2017
 Fernando Alonso,GBR,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Fernando Alonso,HUN,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11,2017
 Fernando Alonso,BEL,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,2017
 Fernando Alonso,ITA,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2017
 Fernando Alonso,SIN,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Fernando Alonso,MAL,0.0,3.0,0.0,11.0,0.0,0.0,0.0,,0,2017
 Fernando Alonso,JPN,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3,2017
 Fernando Alonso,USA,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,2017
 Fernando Alonso,MEX,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,4,2017
 Fernando Alonso,BRA,4.0,0.0,3.0,0.0,0.0,0.0,0.0,,7,2017
 Fernando Alonso,ABU,7.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,5,2017
 Stoffel Vandoorne,AUS,,,,,,,,,3,2017
 Stoffel Vandoorne,CHN,3.0,,,,,,,,0,2017
 Stoffel Vandoorne,BHR,0.0,3.0,,,,,,,0,2017
 Stoffel Vandoorne,RUS,0.0,0.0,3.0,,,,,,3,2017
 Stoffel Vandoorne,ESP,3.0,0.0,0.0,3.0,,,,,0,2017
 Stoffel Vandoorne,MON,0.0,3.0,0.0,0.0,,,,,0,2017
 Stoffel Vandoorne,CAN,0.0,0.0,3.0,0.0,,,,,3,2017
 Stoffel Vandoorne,AZE,3.0,0.0,0.0,3.0,,,,,0,2017
 Stoffel Vandoorne,AUT,0.0,3.0,0.0,0.0,,,,,3,2017
 Stoffel Vandoorne,GBR,3.0,0.0,3.0,0.0,,,,,3,2017
 Stoffel Vandoorne,HUN,3.0,3.0,0.0,3.0,,,,,1,2017
 Stoffel Vandoorne,BEL,1.0,3.0,3.0,0.0,,,,,3,2017
 Stoffel Vandoorne,ITA,3.0,1.0,3.0,3.0,,,,,0,2017
 Stoffel Vandoorne,SIN,0.0,3.0,1.0,3.0,,,,,9,2017
 Stoffel Vandoorne,MAL,9.0,0.0,3.0,1.0,,,,,9,2017
 Stoffel Vandoorne,JPN,9.0,9.0,0.0,3.0,,,,,0,2017
 Stoffel Vandoorne,USA,0.0,9.0,9.0,0.0,,,,,3,2017
 Stoffel Vandoorne,MEX,3.0,0.0,9.0,9.0,,,,,0,2017
 Stoffel Vandoorne,BRA,0.0,3.0,0.0,9.0,,,,,0,2017
 Stoffel Vandoorne,ABU,0.0,0.0,3.0,0.0,,,,,0,2017
 Jolyon Palmer,AUS,,,,,,,,,0,2017
 Jolyon Palmer,CHN,0.0,,,,,,,,0,2017
 Jolyon Palmer,BHR,0.0,0.0,,,,,,,3,2017
 Jolyon Palmer,RUS,3.0,0.0,0.0,,,,,,0,2017
 Jolyon Palmer,ESP,0.0,3.0,0.0,0.0,,,,,0,2017
 Jolyon Palmer,MON,0.0,0.0,3.0,0.0,,,,,0,2017
 Jolyon Palmer,CAN,0.0,0.0,0.0,3.0,,,,,3,2017
 Jolyon Palmer,AZE,3.0,0.0,0.0,0.0,,,,,0,2017
 Jolyon Palmer,AUT,0.0,3.0,0.0,0.0,,,,,3,2017
 Jolyon Palmer,GBR,3.0,0.0,3.0,0.0,,,,,0,2017
 Jolyon Palmer,HUN,0.0,3.0,0.0,3.0,,,,,0,2017
 Jolyon Palmer,BEL,0.0,0.0,3.0,0.0,,,,,0,2017
 Jolyon Palmer,ITA,0.0,0.0,0.0,3.0,,,,,0,2017
 Jolyon Palmer,SIN,0.0,0.0,0.0,0.0,,,,,8,2017
 Jolyon Palmer,MAL,8.0,0.0,0.0,0.0,,,,,3,2017
 Jolyon Palmer,JPN,3.0,8.0,0.0,0.0,,,,,3,2017
 Jolyon Palmer,USA,3.0,3.0,8.0,0.0,,,,,0,2017
 Jolyon Palmer,MEX,0.0,3.0,3.0,8.0,,,,,0,2017
 Jolyon Palmer,BRA,0.0,0.0,3.0,3.0,,,,,0,2017
 Jolyon Palmer,ABU,0.0,0.0,0.0,3.0,,,,,0,2017
 Pascal Wehrlein,AUS,,,,,,,,,0,2017
 Pascal Wehrlein,CHN,0.0,,,,,,,,0,2017
 Pascal Wehrlein,BHR,0.0,0.0,,,,,,,3,2017
 Pascal Wehrlein,RUS,3.0,0.0,0.0,,,,,,0,2017
 Pascal Wehrlein,ESP,0.0,3.0,0.0,0.0,,,,,7,2017
 Pascal Wehrlein,MON,7.0,0.0,3.0,0.0,,,,,0,2017
 Pascal Wehrlein,CAN,0.0,7.0,0.0,3.0,,,,,0,2017
 Pascal Wehrlein,AZE,0.0,0.0,7.0,0.0,,,,,4,2017
 Pascal Wehrlein,AUT,4.0,0.0,0.0,7.0,,,,,3,2017
 Pascal Wehrlein,GBR,3.0,4.0,0.0,0.0,,,,,0,2017
 Pascal Wehrlein,HUN,0.0,3.0,4.0,0.0,,,,,3,2017
 Pascal Wehrlein,BEL,3.0,0.0,3.0,4.0,,,,,0,2017
 Pascal Wehrlein,ITA,0.0,3.0,0.0,3.0,,,,,3,2017
 Pascal Wehrlein,SIN,3.0,0.0,3.0,0.0,,,,,3,2017
 Pascal Wehrlein,MAL,3.0,3.0,0.0,3.0,,,,,3,2017
 Pascal Wehrlein,JPN,3.0,3.0,3.0,0.0,,,,,3,2017
 Pascal Wehrlein,USA,3.0,3.0,3.0,3.0,,,,,0,2017
 Pascal Wehrlein,MEX,0.0,3.0,3.0,3.0,,,,,3,2017
 Pascal Wehrlein,BRA,3.0,0.0,3.0,3.0,,,,,0,2017
 Pascal Wehrlein,ABU,0.0,3.0,0.0,3.0,,,,,3,2017
 Daniil Kvyat,AUS,,,,,,,,,2,2017
 Daniil Kvyat,CHN,2.0,,,,,,,,0,2017
 Daniil Kvyat,BHR,0.0,2.0,,,,,,,3,2017
 Daniil Kvyat,RUS,3.0,0.0,2.0,,,,,,0,2017
 Daniil Kvyat,ESP,0.0,3.0,0.0,2.0,,,,,2,2017
 Daniil Kvyat,MON,2.0,0.0,3.0,0.0,,,,,0,2017
 Daniil Kvyat,CAN,0.0,2.0,0.0,3.0,,,,,0,2017
 Daniil Kvyat,AZE,0.0,0.0,2.0,0.0,,,,,0,2017
 Daniil Kvyat,AUT,0.0,0.0,0.0,2.0,,,,,3,2017
 Daniil Kvyat,GBR,3.0,0.0,0.0,0.0,,,,,3,2017
 Daniil Kvyat,HUN,3.0,3.0,0.0,0.0,,,,,0,2017
 Daniil Kvyat,BEL,0.0,3.0,3.0,0.0,,,,,0,2017
 Daniil Kvyat,ITA,0.0,0.0,3.0,3.0,,,,,3,2017
 Daniil Kvyat,SIN,3.0,0.0,0.0,3.0,,,,,0,2017
 Daniil Kvyat,MAL,0.0,3.0,0.0,0.0,,,,,0,2017
 Daniil Kvyat,JPN,0.0,0.0,3.0,0.0,,,,,0,2017
 Daniil Kvyat,USA,0.0,0.0,0.0,3.0,,,,,1,2017
 Daniil Kvyat,MEX,1.0,0.0,0.0,0.0,,,,,0,2017
 Daniil Kvyat,BRA,0.0,1.0,0.0,0.0,,,,,0,2017
 Daniil Kvyat,ABU,0.0,0.0,1.0,0.0,,,,,0,2017
 Marcus Ericsson,AUS,,,,,,,,,0,2017
 Marcus Ericsson,CHN,0.0,,,,,,,,3,2017
 Marcus Ericsson,BHR,3.0,0.0,,,,,,,0,2017
 Marcus Ericsson,RUS,0.0,3.0,0.0,,,,,,3,2017
 Marcus Ericsson,ESP,3.0,0.0,3.0,0.0,,,,,0,2017
 Marcus Ericsson,MON,0.0,3.0,0.0,3.0,,,,,0,2017
 Marcus Ericsson,CAN,0.0,0.0,3.0,0.0,,,,,3,2017
 Marcus Ericsson,AZE,3.0,0.0,0.0,3.0,,,,,0,2017
 Marcus Ericsson,AUT,0.0,3.0,0.0,0.0,,,,,0,2017
 Marcus Ericsson,GBR,0.0,0.0,3.0,0.0,,,,,3,2017
 Marcus Ericsson,HUN,3.0,0.0,0.0,3.0,,,,,0,2017
 Marcus Ericsson,BEL,0.0,3.0,0.0,0.0,,,,,3,2017
 Marcus Ericsson,ITA,3.0,0.0,3.0,0.0,,,,,0,2017
 Marcus Ericsson,SIN,0.0,3.0,0.0,3.0,,,,,0,2017
 Marcus Ericsson,MAL,0.0,0.0,3.0,0.0,,,,,0,2017
 Marcus Ericsson,JPN,0.0,0.0,0.0,3.0,,,,,0,2017
 Marcus Ericsson,USA,0.0,0.0,0.0,0.0,,,,,3,2017
 Marcus Ericsson,MEX,3.0,0.0,0.0,0.0,,,,,0,2017
 Marcus Ericsson,BRA,0.0,3.0,0.0,0.0,,,,,3,2017
 Marcus Ericsson,ABU,3.0,0.0,3.0,0.0,,,,,0,2017
 Pierre Gasly,AUS,,,,,0.0,0.0,0.0,0.0,0,2017
 Pierre Gasly,CHN,0.0,,,,0.0,0.0,0.0,,0,2017
 Pierre Gasly,BHR,0.0,0.0,,,0.0,0.0,0.0,0.0,0,2017
 Pierre Gasly,RUS,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,2017
 Pierre Gasly,ESP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Pierre Gasly,MON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Pierre Gasly,CAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Pierre Gasly,AZE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Pierre Gasly,AUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Pierre Gasly,GBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Pierre Gasly,HUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Pierre Gasly,BEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Pierre Gasly,ITA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Pierre Gasly,SIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Pierre Gasly,MAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,2017
 Pierre Gasly,JPN,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2017
 Pierre Gasly,USA,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Pierre Gasly,MEX,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,3,2017
 Pierre Gasly,BRA,3.0,0.0,3.0,3.0,0.0,0.0,0.0,,0,2017
 Pierre Gasly,ABU,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3,2017
 Antonio Giovinazzi,AUS,,,,,0.0,0.0,0.0,0.0,3,2017
 Antonio Giovinazzi,CHN,3.0,,,,0.0,0.0,0.0,,0,2017
 Antonio Giovinazzi,BHR,0.0,3.0,,,0.0,0.0,0.0,0.0,0,2017
 Antonio Giovinazzi,RUS,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,0,2017
 Antonio Giovinazzi,ESP,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,2017
 Antonio Giovinazzi,MON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Antonio Giovinazzi,CAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Antonio Giovinazzi,AZE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Antonio Giovinazzi,AUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Antonio Giovinazzi,GBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Antonio Giovinazzi,HUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Antonio Giovinazzi,BEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Antonio Giovinazzi,ITA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Antonio Giovinazzi,SIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Antonio Giovinazzi,MAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,2017
 Antonio Giovinazzi,JPN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Antonio Giovinazzi,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Antonio Giovinazzi,MEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,2017
 Antonio Giovinazzi,BRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,2017
 Antonio Giovinazzi,ABU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017
 Brendon Hartley,AUS,,,,,,,,,0,2017
 Brendon Hartley,CHN,0.0,,,,,,,,0,2017
 Brendon Hartley,BHR,0.0,0.0,,,,,,,0,2017
 Brendon Hartley,RUS,0.0,0.0,0.0,,,,,,0,2017
 Brendon Hartley,ESP,0.0,0.0,0.0,0.0,,,,,0,2017
 Brendon Hartley,MON,0.0,0.0,0.0,0.0,,,,,0,2017
 Brendon Hartley,CAN,0.0,0.0,0.0,0.0,,,,,0,2017
 Brendon Hartley,AZE,0.0,0.0,0.0,0.0,,,,,0,2017
 Brendon Hartley,AUT,0.0,0.0,0.0,0.0,,,,,0,2017
 Brendon Hartley,GBR,0.0,0.0,0.0,0.0,,,,,0,2017
 Brendon Hartley,HUN,0.0,0.0,0.0,0.0,,,,,0,2017
 Brendon Hartley,BEL,0.0,0.0,0.0,0.0,,,,,0,2017
 Brendon Hartley,ITA,0.0,0.0,0.0,0.0,,,,,0,2017
 Brendon Hartley,SIN,0.0,0.0,0.0,0.0,,,,,0,2017
 Brendon Hartley,MAL,0.0,0.0,0.0,0.0,,,,,0,2017
 Brendon Hartley,JPN,0.0,0.0,0.0,0.0,,,,,0,2017
 Brendon Hartley,USA,0.0,0.0,0.0,0.0,,,,,0,2017
 Brendon Hartley,MEX,0.0,0.0,0.0,0.0,,,,,0,2017
 Brendon Hartley,BRA,0.0,0.0,0.0,0.0,,,,,0,2017
 Brendon Hartley,ABU,0.0,0.0,0.0,0.0,,,,,3,2017
 Jenson Button,AUS,,,,,,,,,0,2017
 Jenson Button,CHN,0.0,,,,,,,,0,2017
 Jenson Button,BHR,0.0,0.0,,,,,,,0,2017
 Jenson Button,RUS,0.0,0.0,0.0,,,,,,0,2017
 Jenson Button,ESP,0.0,0.0,0.0,0.0,,,,,0,2017
 Jenson Button,MON,0.0,0.0,0.0,0.0,,,,,0,2017
 Jenson Button,CAN,0.0,0.0,0.0,0.0,,,,,0,2017
 Jenson Button,AZE,0.0,0.0,0.0,0.0,,,,,0,2017
 Jenson Button,AUT,0.0,0.0,0.0,0.0,,,,,0,2017
 Jenson Button,GBR,0.0,0.0,0.0,0.0,,,,,0,2017
 Jenson Button,HUN,0.0,0.0,0.0,0.0,,,,,0,2017
 Jenson Button,BEL,0.0,0.0,0.0,0.0,,,,,0,2017
 Jenson Button,ITA,0.0,0.0,0.0,0.0,,,,,0,2017
 Jenson Button,SIN,0.0,0.0,0.0,0.0,,,,,0,2017
 Jenson Button,MAL,0.0,0.0,0.0,0.0,,,,,0,2017
 Jenson Button,JPN,0.0,0.0,0.0,0.0,,,,,0,2017
 Jenson Button,USA,0.0,0.0,0.0,0.0,,,,,0,2017
 Jenson Button,MEX,0.0,0.0,0.0,0.0,,,,,0,2017
 Jenson Button,BRA,0.0,0.0,0.0,0.0,,,,,0,2017
 Jenson Button,ABU,0.0,0.0,0.0,0.0,,,,,0,2017
 Paul di Resta,AUS,,,,,,,,,0,2017
 Paul di Resta,CHN,0.0,,,,,,,,0,2017
 Paul di Resta,BHR,0.0,0.0,,,,,,,0,2017
 Paul di Resta,RUS,0.0,0.0,0.0,,,,,,0,2017
 Paul di Resta,ESP,0.0,0.0,0.0,0.0,,,,,0,2017
 Paul di Resta,MON,0.0,0.0,0.0,0.0,,,,,0,2017
 Paul di Resta,CAN,0.0,0.0,0.0,0.0,,,,,0,2017
 Paul di Resta,AZE,0.0,0.0,0.0,0.0,,,,,0,2017
 Paul di Resta,AUT,0.0,0.0,0.0,0.0,,,,,0,2017
 Paul di Resta,GBR,0.0,0.0,0.0,0.0,,,,,0,2017
 Paul di Resta,HUN,0.0,0.0,0.0,0.0,,,,,0,2017
 Paul di Resta,BEL,0.0,0.0,0.0,0.0,,,,,0,2017
 Paul di Resta,ITA,0.0,0.0,0.0,0.0,,,,,0,2017
 Paul di Resta,SIN,0.0,0.0,0.0,0.0,,,,,0,2017
 Paul di Resta,MAL,0.0,0.0,0.0,0.0,,,,,0,2017
 Paul di Resta,JPN,0.0,0.0,0.0,0.0,,,,,0,2017
 Paul di Resta,USA,0.0,0.0,0.0,0.0,,,,,0,2017
 Paul di Resta,MEX,0.0,0.0,0.0,0.0,,,,,0,2017
 Paul di Resta,BRA,0.0,0.0,0.0,0.0,,,,,0,2017
 Paul di Resta,ABU,0.0,0.0,0.0,0.0,,,,,0,2017
 Lewis Hamilton,AUS,,,,,399.0,19.95,8.762810171700808,21.0,21,2018
 Lewis Hamilton,BHR,21.0,,,,399.0,19.95,8.762810171700808,21.0,15,2018
 Lewis Hamilton,CHN,15.0,21.0,,,399.0,19.95,8.762810171700808,28.0,12,2018
 Lewis Hamilton,AZE,12.0,15.0,21.0,,399.0,19.95,8.762810171700808,10.0,28,2018
 Lewis Hamilton,ESP,28.0,12.0,15.0,21.0,399.0,19.95,8.762810171700808,28.0,28,2018
 Lewis Hamilton,MON,28.0,28.0,12.0,15.0,399.0,19.95,8.762810171700808,6.0,18,2018
 Lewis Hamilton,CAN,18.0,28.0,28.0,12.0,399.0,19.95,8.762810171700808,28.0,10,2018
 Lewis Hamilton,FRA,10.0,18.0,28.0,28.0,399.0,19.95,8.762810171700808,,28,2018
 Lewis Hamilton,AUT,28.0,10.0,18.0,28.0,399.0,19.95,8.762810171700808,12.0,0,2018
 Lewis Hamilton,GBR,0.0,28.0,10.0,18.0,399.0,19.95,8.762810171700808,28.0,21,2018
 Lewis Hamilton,GER,21.0,0.0,28.0,10.0,399.0,19.95,8.762810171700808,,28,2018
 Lewis Hamilton,HUN,28.0,21.0,0.0,28.0,399.0,19.95,8.762810171700808,12.0,28,2018
 Lewis Hamilton,BEL,28.0,28.0,21.0,0.0,399.0,19.95,8.762810171700808,28.0,21,2018
 Lewis Hamilton,ITA,21.0,28.0,28.0,21.0,399.0,19.95,8.762810171700808,28.0,28,2018
 Lewis Hamilton,SIN,28.0,21.0,28.0,28.0,399.0,19.95,8.762810171700808,28.0,28,2018
 Lewis Hamilton,RUS,28.0,28.0,21.0,28.0,399.0,19.95,8.762810171700808,12.0,28,2018
 Lewis Hamilton,JPN,28.0,28.0,28.0,21.0,399.0,19.95,8.762810171700808,28.0,28,2018
 Lewis Hamilton,USA,28.0,28.0,28.0,28.0,399.0,19.95,8.762810171700808,28.0,18,2018
 Lewis Hamilton,MEX,18.0,28.0,28.0,28.0,399.0,19.95,8.762810171700808,2.0,15,2018
 Lewis Hamilton,BRA,15.0,18.0,28.0,28.0,399.0,19.95,8.762810171700808,12.0,28,2018
 Lewis Hamilton,ABU,28.0,15.0,18.0,28.0,399.0,19.95,8.762810171700808,18.0,28,2018
 Sebastian Vettel,AUS,,,,,365.0,18.25,8.607677111925023,28.0,28,2018
 Sebastian Vettel,BHR,28.0,,,,365.0,18.25,8.607677111925023,28.0,28,2018
 Sebastian Vettel,CHN,28.0,28.0,,,365.0,18.25,8.607677111925023,21.0,4,2018
 Sebastian Vettel,AZE,4.0,28.0,28.0,,365.0,18.25,8.607677111925023,15.0,12,2018
 Sebastian Vettel,ESP,12.0,4.0,28.0,28.0,365.0,18.25,8.607677111925023,21.0,15,2018
 Sebastian Vettel,MON,15.0,12.0,4.0,28.0,365.0,18.25,8.607677111925023,28.0,21,2018
 Sebastian Vettel,CAN,21.0,15.0,12.0,4.0,365.0,18.25,8.607677111925023,15.0,28,2018
 Sebastian Vettel,FRA,28.0,21.0,15.0,12.0,365.0,18.25,8.607677111925023,,10,2018
 Sebastian Vettel,AUT,10.0,28.0,21.0,15.0,365.0,18.25,8.607677111925023,21.0,15,2018
 Sebastian Vettel,GBR,15.0,10.0,28.0,21.0,365.0,18.25,8.607677111925023,6.0,28,2018
 Sebastian Vettel,GER,28.0,15.0,10.0,28.0,365.0,18.25,8.607677111925023,,0,2018
 Sebastian Vettel,HUN,0.0,28.0,15.0,10.0,365.0,18.25,8.607677111925023,28.0,21,2018
 Sebastian Vettel,BEL,21.0,0.0,28.0,15.0,365.0,18.25,8.607677111925023,21.0,28,2018
 Sebastian Vettel,ITA,28.0,21.0,0.0,28.0,365.0,18.25,8.607677111925023,18.0,12,2018
 Sebastian Vettel,SIN,12.0,28.0,21.0,0.0,365.0,18.25,8.607677111925023,0.0,18,2018
 Sebastian Vettel,RUS,18.0,12.0,28.0,21.0,365.0,18.25,8.607677111925023,21.0,18,2018
 Sebastian Vettel,JPN,18.0,18.0,12.0,28.0,365.0,18.25,8.607677111925023,0.0,8,2018
 Sebastian Vettel,USA,8.0,18.0,18.0,12.0,365.0,18.25,8.607677111925023,21.0,12,2018
 Sebastian Vettel,MEX,12.0,8.0,18.0,18.0,365.0,18.25,8.607677111925023,12.0,21,2018
 Sebastian Vettel,BRA,21.0,12.0,8.0,18.0,365.0,18.25,8.607677111925023,28.0,8,2018
 Sebastian Vettel,ABU,8.0,21.0,12.0,8.0,365.0,18.25,8.607677111925023,18.0,21,2018
 Kimi Räikkönen,AUS,,,,,214.0,10.7,6.333702666977999,12.0,15,2018
 Kimi Räikkönen,BHR,15.0,,,,214.0,10.7,6.333702666977999,12.0,0,2018
 Kimi Räikkönen,CHN,0.0,15.0,,,214.0,10.7,6.333702666977999,10.0,18,2018
 Kimi Räikkönen,AZE,18.0,0.0,15.0,,214.0,10.7,6.333702666977999,0.0,21,2018
 Kimi Räikkönen,ESP,21.0,18.0,0.0,15.0,214.0,10.7,6.333702666977999,0.0,0,2018
 Kimi Räikkönen,MON,0.0,21.0,18.0,0.0,214.0,10.7,6.333702666977999,18.0,12,2018
 Kimi Räikkönen,CAN,12.0,0.0,21.0,18.0,214.0,10.7,6.333702666977999,6.0,8,2018
 Kimi Räikkönen,FRA,8.0,12.0,0.0,21.0,214.0,10.7,6.333702666977999,,18,2018
 Kimi Räikkönen,AUT,18.0,8.0,12.0,0.0,214.0,10.7,6.333702666977999,10.0,21,2018
 Kimi Räikkönen,GBR,21.0,18.0,8.0,12.0,214.0,10.7,6.333702666977999,18.0,15,2018
 Kimi Räikkönen,GER,15.0,21.0,18.0,8.0,214.0,10.7,6.333702666977999,,18,2018
 Kimi Räikkönen,HUN,18.0,15.0,21.0,18.0,214.0,10.7,6.333702666977999,18.0,15,2018
 Kimi Räikkönen,BEL,15.0,18.0,15.0,21.0,214.0,10.7,6.333702666977999,12.0,0,2018
 Kimi Räikkönen,ITA,0.0,15.0,18.0,15.0,214.0,10.7,6.333702666977999,10.0,21,2018
 Kimi Räikkönen,SIN,21.0,0.0,15.0,18.0,214.0,10.7,6.333702666977999,0.0,10,2018
 Kimi Räikkönen,RUS,10.0,21.0,0.0,15.0,214.0,10.7,6.333702666977999,15.0,12,2018
 Kimi Räikkönen,JPN,12.0,10.0,21.0,0.0,214.0,10.7,6.333702666977999,13.0,13,2018
 Kimi Räikkönen,USA,13.0,12.0,10.0,21.0,214.0,10.7,6.333702666977999,15.0,28,2018
 Kimi Räikkönen,MEX,28.0,13.0,12.0,10.0,214.0,10.7,6.333702666977999,18.0,15,2018
 Kimi Räikkönen,BRA,15.0,28.0,13.0,12.0,214.0,10.7,6.333702666977999,15.0,18,2018
 Kimi Räikkönen,ABU,18.0,15.0,28.0,13.0,214.0,10.7,6.333702666977999,12.0,0,2018
 Max Verstappen,AUS,,,,,201.0,10.05,9.483919909093775,13.0,8,2018
 Max Verstappen,BHR,8.0,,,,201.0,10.05,9.483919909093775,0.0,0,2018
 Max Verstappen,CHN,0.0,8.0,,,201.0,10.05,9.483919909093775,18.0,10,2018
 Max Verstappen,AZE,10.0,0.0,8.0,,201.0,10.05,9.483919909093775,0.0,0,2018
 Max Verstappen,ESP,0.0,10.0,0.0,8.0,201.0,10.05,9.483919909093775,0.0,18,2018
 Max Verstappen,MON,18.0,0.0,10.0,0.0,201.0,10.05,9.483919909093775,10.0,2,2018
